date,user_id,nps_score,category
08-08-2025,user_6752,5,Detractor
08-08-2025,user_7295,10,Promoter
08-08-2025,user_4225,7,Passive
08-08-2025,user_6699,6,Detractor
08-08-2025,user_7674,6,Detractor
08-08-2025,user_4273,10,Promoter
08-08-2025,user_6010,9,Promoter
08-08-2025,user_4040,8,Passive
08-08-2025,user_1482,7,Passive
08-08-2025,user_1630,10,Promoter
08-08-2025,user_9853,8,Passive
08-08-2025,user_1987,1,Detractor
08-08-2025,user_9841,5,Detractor
08-08-2025,user_2100,6,Detractor
08-08-2025,user_8421,8,Passive
08-08-2025,user_2343,4,Detractor
08-08-2025,user_7780,4,Detractor
08-08-2025,user_7602,9,Promoter
08-08-2025,user_3349,10,Promoter
09-08-2025,user_2125,8,Passive
09-08-2025,user_7764,8,Passive
09-08-2025,user_8843,3,Detractor
09-08-2025,user_6472,5,Detractor
09-08-2025,user_3472,5,Detractor
09-08-2025,user_2804,8,Passive
09-08-2025,user_4713,8,Passive
09-08-2025,user_3475,9,Promoter
09-08-2025,user_8397,5,Detractor
09-08-2025,user_9258,8,Passive
09-08-2025,user_3428,8,Passive
09-08-2025,user_9533,7,Passive
09-08-2025,user_6291,9,Promoter
09-08-2025,user_4874,9,Promoter
09-08-2025,user_5211,9,Promoter
09-08-2025,user_4374,2,Detractor
09-08-2025,user_1207,5,Detractor
09-08-2025,user_7813,7,Passive
09-08-2025,user_4083,7,Passive
09-08-2025,user_4719,7,Passive
09-08-2025,user_2679,9,Promoter
09-08-2025,user_8446,7,Passive
09-08-2025,user_7099,7,Passive
09-08-2025,user_9555,10,Promoter
09-08-2025,user_1285,6,Detractor
09-08-2025,user_5037,8,Passive
09-08-2025,user_5895,6,Detractor
09-08-2025,user_3785,4,Detractor
09-08-2025,user_5576,2,Detractor
09-08-2025,user_3408,5,Detractor
09-08-2025,user_3496,3,Detractor
09-08-2025,user_6299,6,Detractor
09-08-2025,user_2689,6,Detractor
09-08-2025,user_5406,8,Passive
09-08-2025,user_9597,5,Detractor
09-08-2025,user_5437,8,Passive
09-08-2025,user_9435,8,Passive
09-08-2025,user_1560,5,Detractor
10-08-2025,user_6548,8,Passive
10-08-2025,user_8629,7,Passive
10-08-2025,user_8693,9,Promoter
10-08-2025,user_8842,3,Detractor
10-08-2025,user_5225,5,Detractor
10-08-2025,user_8373,5,Detractor
10-08-2025,user_6656,10,Promoter
10-08-2025,user_5259,8,Passive
10-08-2025,user_5917,8,Passive
10-08-2025,user_3530,10,Promoter
10-08-2025,user_2048,7,Passive
10-08-2025,user_3529,9,Promoter
10-08-2025,user_8137,2,Detractor
10-08-2025,user_8340,8,Passive
10-08-2025,user_8967,8,Passive
10-08-2025,user_9734,4,Detractor
10-08-2025,user_6777,8,Passive
10-08-2025,user_3494,6,Detractor
10-08-2025,user_2884,9,Promoter
10-08-2025,user_6179,0,Detractor
10-08-2025,user_7430,7,Passive
10-08-2025,user_7488,2,Detractor
10-08-2025,user_4850,2,Detractor
10-08-2025,user_6175,9,Promoter
10-08-2025,user_6078,6,Detractor
10-08-2025,user_6448,5,Detractor
10-08-2025,user_7406,9,Promoter
10-08-2025,user_7907,9,Promoter
10-08-2025,user_2638,8,Passive
11-08-2025,user_2382,9,Promoter
11-08-2025,user_4292,5,Detractor
11-08-2025,user_5517,8,Passive
11-08-2025,user_8870,7,Passive
11-08-2025,user_3044,7,Passive
11-08-2025,user_2549,7,Passive
11-08-2025,user_7140,5,Detractor
11-08-2025,user_5481,9,Promoter
11-08-2025,user_7548,4,Detractor
11-08-2025,user_8758,0,Detractor
11-08-2025,user_8638,8,Passive
11-08-2025,user_6542,4,Detractor
11-08-2025,user_7356,8,Passive
11-08-2025,user_8380,10,Promoter
11-08-2025,user_5268,5,Detractor
11-08-2025,user_9656,2,Detractor
11-08-2025,user_5795,3,Detractor
11-08-2025,user_7036,9,Promoter
11-08-2025,user_8961,10,Promoter
11-08-2025,user_9737,4,Detractor
11-08-2025,user_1593,6,Detractor
11-08-2025,user_4493,7,Passive
11-08-2025,user_3672,7,Passive
11-08-2025,user_1016,10,Promoter
11-08-2025,user_9616,9,Promoter
11-08-2025,user_1571,9,Promoter
11-08-2025,user_8177,3,Detractor
12-08-2025,user_9123,1,Detractor
12-08-2025,user_8451,9,Promoter
12-08-2025,user_1775,8,Passive
12-08-2025,user_3247,10,Promoter
12-08-2025,user_9080,5,Detractor
12-08-2025,user_8340,2,Detractor
12-08-2025,user_8083,4,Detractor
12-08-2025,user_5940,8,Passive
12-08-2025,user_4456,1,Detractor
12-08-2025,user_9599,3,Detractor
12-08-2025,user_2668,3,Detractor
12-08-2025,user_1365,8,Passive
12-08-2025,user_5531,10,Promoter
12-08-2025,user_6510,9,Promoter
12-08-2025,user_9754,9,Promoter
12-08-2025,user_9964,5,Detractor
12-08-2025,user_6439,9,Promoter
12-08-2025,user_7511,7,Passive
12-08-2025,user_2246,10,Promoter
12-08-2025,user_9551,9,Promoter
12-08-2025,user_4009,8,Passive
12-08-2025,user_2827,9,Promoter
12-08-2025,user_9569,8,Passive
12-08-2025,user_7910,7,Passive
12-08-2025,user_3196,10,Promoter
12-08-2025,user_6978,4,Detractor
12-08-2025,user_1780,10,Promoter
12-08-2025,user_4983,8,Passive
12-08-2025,user_9714,9,Promoter
12-08-2025,user_8569,2,Detractor
12-08-2025,user_6784,5,Detractor
12-08-2025,user_5941,7,Passive
12-08-2025,user_8128,7,Passive
12-08-2025,user_3461,5,Detractor
12-08-2025,user_1685,10,Promoter
12-08-2025,user_6341,0,Detractor
12-08-2025,user_5875,10,Promoter
13-08-2025,user_3196,8,Passive
13-08-2025,user_1301,9,Promoter
13-08-2025,user_1646,9,Promoter
13-08-2025,user_9789,5,Detractor
13-08-2025,user_8003,9,Promoter
13-08-2025,user_4537,2,Detractor
13-08-2025,user_5558,3,Detractor
13-08-2025,user_5082,3,Detractor
13-08-2025,user_9652,4,Detractor
13-08-2025,user_2724,7,Passive
13-08-2025,user_9706,9,Promoter
13-08-2025,user_3066,6,Detractor
13-08-2025,user_6926,4,Detractor
13-08-2025,user_8295,8,Passive
13-08-2025,user_7279,7,Passive
13-08-2025,user_4727,7,Passive
13-08-2025,user_6995,9,Promoter
13-08-2025,user_1448,9,Promoter
13-08-2025,user_6343,6,Detractor
13-08-2025,user_9033,10,Promoter
13-08-2025,user_4081,5,Detractor
13-08-2025,user_7445,9,Promoter
13-08-2025,user_3159,8,Passive
13-08-2025,user_3547,9,Promoter
13-08-2025,user_3649,8,Passive
13-08-2025,user_4083,10,Promoter
13-08-2025,user_2037,9,Promoter
13-08-2025,user_8604,9,Promoter
14-08-2025,user_4983,9,Promoter
14-08-2025,user_6110,4,Detractor
14-08-2025,user_8378,7,Passive
14-08-2025,user_3179,10,Promoter
14-08-2025,user_6251,7,Passive
14-08-2025,user_2013,9,Promoter
14-08-2025,user_2828,8,Passive
14-08-2025,user_3023,9,Promoter
14-08-2025,user_6891,5,Detractor
14-08-2025,user_6036,5,Detractor
14-08-2025,user_3563,3,Detractor
14-08-2025,user_4586,8,Passive
14-08-2025,user_5431,2,Detractor
14-08-2025,user_7643,5,Detractor
14-08-2025,user_1161,8,Passive
14-08-2025,user_4390,8,Passive
14-08-2025,user_1663,3,Detractor
14-08-2025,user_1541,6,Detractor
14-08-2025,user_1867,10,Promoter
14-08-2025,user_9623,8,Passive
14-08-2025,user_6469,7,Passive
14-08-2025,user_2169,6,Detractor
14-08-2025,user_2136,7,Passive
14-08-2025,user_2019,8,Passive
14-08-2025,user_2283,6,Detractor
14-08-2025,user_3010,8,Passive
14-08-2025,user_3125,9,Promoter
14-08-2025,user_4471,9,Promoter
14-08-2025,user_9691,5,Detractor
14-08-2025,user_3097,7,Passive
14-08-2025,user_7397,5,Detractor
14-08-2025,user_3757,8,Passive
14-08-2025,user_2900,8,Passive
14-08-2025,user_2449,9,Promoter
14-08-2025,user_6017,10,Promoter
14-08-2025,user_8999,10,Promoter
14-08-2025,user_3096,5,Detractor
14-08-2025,user_9895,7,Passive
14-08-2025,user_4331,7,Passive
14-08-2025,user_8462,2,Detractor
14-08-2025,user_3839,8,Passive
14-08-2025,user_1685,9,Promoter
14-08-2025,user_5283,8,Passive
14-08-2025,user_2619,7,Passive
15-08-2025,user_7868,7,Passive
